Date,SPY_IWM,SPY_XLU,SPY_VIX,SPY_TLT,HYG_TLT,SPY_HYG
2020-04-30,1.750985179501193,1.5009101506252633,-0.7618440943844478,-0.5399741237571348,-0.3029020525158406,1.1595157484078957
2020-05-01,1.7102890938522666,1.5114789007603633,-0.6982664921617436,-0.5597582781579871,-0.31429473884230275,1.1370221934306506
2020-05-04,1.6776026798625516,1.5153190374941599,-0.6466046869466393,-0.5701421016603146,-0.3191878335322783,1.1113876937743785
2020-05-05,1.6522459915934131,1.5175477000509174,-0.6059795102835925,-0.5812276235399805,-0.3218473582570298,1.0874215077765585
2020-05-06,1.6172764022034722,1.4983154350239598,-0.5847581611337815,-0.5801632602907859,-0.3143263264555926,1.0571426057413875
2020-05-07,1.5858962824439682,1.48038404856378,-0.5689781972680658,-0.5657212489962797,-0.29988272787388776,1.0289398595488235
2020-05-08,1.557838771190657,1.4599349658846814,-0.5725353313173119,-0.554723637176638,-0.2912401030618139,0.9968938184813085
2020-05-11,1.528701111434876,1.4528987988705766,-0.5808641452969356,-0.5381737734338767,-0.2883229561915244,0.9732167780731971
2020-05-12,1.5259658004590753,1.4458651542750844,-0.6178811503606899,-0.5376862546353033,-0.29925047003525196,0.9599593664615182
2020-05-13,1.5279710651687926,1.440136248480362,-0.6635604405146351,-0.5500138049418527,-0.3128644762292688,0.9421137858909361
2020-05-14,1.528209301333249,1.4236566597050453,-0.7084110105301797,-0.5185010462329259,-0.28902032215507456,0.9216075075009579
2020-05-15,1.5219911526107945,1.390615018277194,-0.7470513159491818,-0.4895593373037781,-0.269750094731677,0.8952056826017964
2020-05-18,1.5088771105729104,1.3656379394048466,-0.7866336024510406,-0.47370455543323553,-0.2607983034082181,0.8718499198545681
2020-05-19,1.4891028766894743,1.3261418813396326,-0.8491622314571158,-0.46736763380170077,-0.25632082315747223,0.8466881250880418
2020-05-20,1.4781121775610084,1.3009673061697276,-0.8960430495645875,-0.47613612460515037,-0.26376826589295554,0.8284282971950244
2020-05-21,1.4616436625794662,1.2703858273698148,-0.942156896650739,-0.48767336761117025,-0.270601189137642,0.8034912761578312
2020-05-22,1.4531155178228237,1.2516320698268313,-0.9820666782131336,-0.49183635130866027,-0.2924227087634909,0.8249339018159114
2020-05-26,1.448043589853506,1.215309080894905,-1.025847907394559,-0.5097069407193306,-0.32228600578250693,0.8415983718249761
2020-05-27,1.4459352383172395,1.1821151095051754,-1.0695574992478156,-0.5306813150767792,-0.3534474143250284,0.8626204426528383
2020-05-28,1.43124208015433,1.1356398178973783,-1.1033079030017192,-0.5393724840749966,-0.37853869998614154,0.8814840871900349
2020-05-29,1.4280295212524874,1.097776109590469,-1.1379416058823992,-0.5572413751659601,-0.40778036990243527,0.9108076503523502
2020-06-01,1.4178761015826065,1.05724588842598,-1.1762674907458215,-0.5681392731748277,-0.43577869611465686,0.9429826088041302
2020-06-02,1.4089782930116534,1.010884950511638,-1.2002768912557427,-0.5717999949872388,-0.4568416733613085,0.9706324782106538
2020-06-03,1.4123834702677756,0.9783720336027114,-1.2065466722818374,-0.561429972604397,-0.47084873107287495,0.9903238599267666
2020-06-04,1.4256238315420329,0.9421153533914974,-1.2099559030109774,-0.5452696125867972,-0.4784404038999582,1.0082027974552703
2020-06-05,1.4473918509248516,0.9129654287980113,-1.206771955125129,-0.5306145213125444,-0.48876935800339955,1.033467078974716
2020-06-08,1.468091094523092,0.8804790743454346,-1.196750208260784,-0.5147646969050007,-0.4766608259786704,1.038308371565733
2020-06-09,1.4907831908262392,0.848231436372487,-1.1872659400348748,-0.4942648582018891,-0.45928693652671465,1.043779632234031
2020-06-10,1.5156524181397384,0.8215262354209962,-1.180220323916099,-0.4708000915510289,-0.44436266637375577,1.0490983606705595
2020-06-11,1.5497493502448385,0.8339861624647048,-1.2081979840033854,-0.47018752687495463,-0.44823526035340944,1.0750111230844723
2020-06-12,1.5908029563564092,0.8442777677594714,-1.2338746809260461,-0.4736764204837202,-0.4560357448411746,1.104677624051083
2020-06-15,1.6316272476213318,0.8559174197847744,-1.2610180311712358,-0.47949650794146625,-0.4632327710012877,1.1287893242227658
2020-06-16,1.6711988578009425,0.8705798898610537,-1.2875025663339288,-0.49076263933715925,-0.4740527764385766,1.1559803508671629
2020-06-17,1.7027547930981881,0.8860526857472287,-1.3021130411858326,-0.5074982372473092,-0.4917709949026864,1.1956769521787185
2020-06-18,1.7235438973145627,0.9108313633306426,-1.3179395190493746,-0.5378022881300002,-0.5271701590219959,1.236240072551904
2020-06-19,1.7382156351864726,0.933901112987806,-1.3385406290661874,-0.5777370766723935,-0.5675238206234353,1.27709470898383
2020-06-22,1.7524666691601911,0.9550522342817782,-1.3615887584924085,-0.6156658959559542,-0.6065585268225,1.2980811480783567
2020-06-23,1.764617873850927,0.9728864956863641,-1.385031143240244,-0.6548971724564119,-0.6454400264998421,1.3193793778683438
2020-06-24,1.7656629169847249,0.9876718278312442,-1.4041659357775456,-0.694139207314939,-0.6850915695725364,1.3484126934598801
2020-06-25,1.7638932793792013,0.9741081291725763,-1.3915693714691768,-0.7149765525085013,-0.7084801322461931,1.3561818549833187
2020-06-26,1.7606017189682373,0.9618782690983341,-1.3802244324655664,-0.7404080304160006,-0.7317087603243546,1.3754068752726885
2020-06-29,1.762587212356807,0.9580411303247665,-1.3666779417741932,-0.7678212735443978,-0.7527237104687836,1.377008327805714
2020-06-30,1.7607836788437143,0.9485871388631738,-1.3573918824079516,-0.7859510007220987,-0.7634126595351192,1.375105461409212
2020-07-01,1.7500543848311458,0.9358419586799046,-1.3490662296681335,-0.8038851282210169,-0.7738533316802434,1.374880332142824
2020-07-02,1.7375085276562412,0.9182545834534626,-1.338812859393983,-0.8181929623000876,-0.7765752436421804,1.3712736620131807
2020-07-06,1.7266318737592496,0.8932842388880633,-1.3223772093501136,-0.8224600763732814,-0.7743499341829106,1.3680332419753494
2020-07-07,1.7165136527954985,0.871115810396742,-1.3133119568250722,-0.8305877082145112,-0.7786786893536556,1.3697040008385675
2020-07-08,1.7077437535893616,0.8509097369328563,-1.3053425109952603,-0.8371081479357272,-0.7757131852408337,1.3687295180388512
2020-07-09,1.6995419340316587,0.8311508530733278,-1.305158336278306,-0.8415756896635086,-0.7666596064032002,1.35897282884994
2020-07-10,1.7017932857043765,0.8271597032042767,-1.3052270785274553,-0.851182638390726,-0.7595869574780949,1.3537872554731503
2020-07-13,1.7012828925469716,0.822757803356389,-1.301404178869726,-0.8526384806164877,-0.7536069081962296,1.3345082264996364
2020-07-14,1.7011672784730947,0.8161948222809876,-1.2984867768642707,-0.853819270514158,-0.7476889350419126,1.3365924991777192
2020-07-15,1.6927782925536072,0.8149842454525329,-1.2947493290619287,-0.861566135497801,-0.7523694717251721,1.3481724712679557
2020-07-16,1.6933658822875994,0.8121466607521841,-1.2909992478912964,-0.8691329724331893,-0.7562947861080902,1.3553330483993142
2020-07-17,1.695883600557217,0.8064935681318035,-1.285805714428354,-0.8860824867325604,-0.7691962019834859,1.3657269906878258
2020-07-20,1.6903857337926091,0.802765681878069,-1.2906660399413459,-0.8992216595282143,-0.7771459591357306,1.3705897558758589
2020-07-21,1.6799060556977643,0.7972821897720995,-1.3037906664351637,-0.9136656766094546,-0.7812348052782678,1.3741181462016758
2020-07-22,1.6671217709942983,0.7913502870323317,-1.314688837287954,-0.9277950240386519,-0.7844991005492681,1.3791630553860768
2020-07-23,1.6536283682377442,0.7843934098664382,-1.3250058289574305,-0.9482537565216653,-0.791005803471533,1.3797760796300484
2020-07-24,1.5995850145162644,0.7380109980267349,-1.2916964573629413,-0.9584584038138348,-0.781395434561402,1.3429736952739777
2020-07-27,1.5410822316709412,0.6915672731960015,-1.263174721732643,-0.9657209038853246,-0.7626349978538519,1.3037952324339837
2020-07-28,1.4814329645303643,0.6378769699631075,-1.2328840479281609,-0.9753335207672474,-0.7513382038664295,1.2656380380395076
2020-07-29,1.4318356463893123,0.5860234194995222,-1.2099413546824942,-0.9795969030511754,-0.741557484566857,1.2255150950085094
2020-07-30,1.3841216971106431,0.5388209074398799,-1.1885441452969463,-0.9846091358165872,-0.7314425938836292,1.1854971037398172
2020-07-31,1.3284082889913797,0.4940034112998033,-1.1691911323203779,-0.9818441093965407,-0.7102672596052869,1.1456362727571012
2020-08-03,1.2825287292876968,0.4460832215288796,-1.141740704717284,-0.9878827264541584,-0.6863935175780078,1.1008572397851908
2020-08-04,1.239988750215061,0.39926176106744987,-1.1067206012854978,-0.9845612422719914,-0.662522462427444,1.056933228648394
2020-08-05,1.1971607237263426,0.3518182676136036,-1.0725090955885672,-0.9812561712161256,-0.6410789859360242,1.0118208886221858
2020-08-06,1.1428932281692519,0.29999076951274256,-1.0335670926975051,-0.9679521223730754,-0.6112135118750497,0.9562975861883174
2020-08-07,1.1161758106261295,0.2799333324741475,-1.0363054707015529,-0.9591280899308137,-0.5901808890058194,0.939503403170416
2020-08-10,1.0789039162685006,0.2501782232744341,-1.0374711936560508,-0.9456992951146974,-0.5645120676525869,0.9076481237115128
2020-08-11,1.0367021551943372,0.2297240436849104,-1.0395026294360348,-0.9037332487496903,-0.5178341979148999,0.9061186070486708
2020-08-12,0.9912288831121729,0.21312811017851369,-1.0372113458903165,-0.8697771614037835,-0.4635419287927201,0.8902151882927916
2020-08-13,0.9503110665477583,0.19508062849454263,-1.0324755057755293,-0.8270202254414724,-0.40606395184099514,0.8805930130008738
2020-08-14,0.9175131854602228,0.17788525536793592,-1.028218805415693,-0.778181957161999,-0.3469244140947848,0.8738489451271695
2020-08-17,0.8866816701290732,0.1787039410065028,-1.0447972527664937,-0.7228689338644247,-0.29028778391847365,0.8666217447991282
2020-08-18,0.8481403479804248,0.17726362918197316,-1.0560340997826188,-0.6643614552857839,-0.21880427821369364,0.8510365910281313
2020-08-19,0.8101399272365588,0.17655282501333142,-1.0676561018118849,-0.6004974463579131,-0.1439322202305406,0.8368390272969843
2020-08-20,0.7799438437238619,0.17688647102849742,-1.07945531095683,-0.5333868430714757,-0.06449818026552004,0.8336447416451966
2020-08-21,0.7496767747238524,0.16862771619598305,-1.0899380788215332,-0.46635179053252296,0.009133420917439595,0.8265452336910494
2020-08-24,0.7269598177340065,0.1746081198550348,-1.1012801467719084,-0.4031812359038424,0.0765800296860267,0.8314197612867102
2020-08-25,0.7047684712174116,0.17232114829104056,-1.1060369423534944,-0.3690745538694957,0.12734148914691584,0.797005583071021
2020-08-26,0.6776195429115185,0.16269464752502852,-1.0799053194954875,-0.33176735261715073,0.17850851852954722,0.7674208947063259
2020-08-27,0.6426227869385632,0.15908977639222305,-1.051975246275791,-0.2978523571391735,0.22730811240555795,0.7346727436314777
2020-08-28,0.6082115858811471,0.15621204456496895,-1.033462165527658,-0.2644487416549898,0.2766004988879848,0.6994208102391652
2020-08-31,0.577625088615787,0.14740253680906007,-0.9916252436419006,-0.23713330880834457,0.31700338307503606,0.6714139518067237
2020-09-01,0.5596726633207099,0.13570603937236286,-0.9516633143411459,-0.21187297392547771,0.3430738372974277,0.6537885275493134
2020-09-02,0.5435902441758886,0.1380464213682556,-0.9015542051552492,-0.1841742461019275,0.3649310698103466,0.6326680989511735
2020-09-03,0.5634415773037735,0.15365926200773977,-0.8920301447593924,-0.16080206070469544,0.371535463714875,0.6272468732250867
2020-09-04,0.5871917169027779,0.1747473813907267,-0.8661453410139941,-0.13184752338877762,0.38070226771290705,0.6285431017234986
2020-09-08,0.6217337384363455,0.19567618149513252,-0.8276055401125803,-0.113333274134828,0.3792194401617507,0.6397711386660947
2020-09-09,0.6626695209016342,0.2320047669378554,-0.7994889310252705,-0.0909279606785248,0.3765103752384578,0.6638708365982051
2020-09-10,0.7159366902376707,0.2765748571673125,-0.7956489975099978,-0.07324707209085315,0.36453868820377194,0.6968235966833617
2020-09-11,0.7699960785747049,0.31715644497067647,-0.790025747024512,-0.059336952254986364,0.3492905886538205,0.7308955800932576
2020-09-14,0.831147376746784,0.35911171719163815,-0.7764724655406032,-0.045202950609692885,0.3331780544739259,0.7598573190743803
2020-09-15,0.8860450000615611,0.4017453116153617,-0.7692106088708128,-0.025501046861103528,0.31903755920559695,0.7964831544637119
2020-09-16,0.9312226352901879,0.4493053566991064,-0.7624357184953476,-0.01417315582025811,0.30547275491533565,0.8295480703827908
2020-09-17,0.979172764594472,0.4891787288278631,-0.7641283422195893,-0.011066204739492134,0.29401764347103093,0.8637114388390754
2020-09-18,0.9938774595576488,0.5245448027809296,-0.7217921904962699,-0.012598762126557996,0.28418290397636997,0.8838150006573455
2020-09-21,1.0064993999620133,0.5660940957763236,-0.7004877798054912,-0.02554208923924467,0.2618567554548759,0.8998804498620524
2020-09-22,1.0144540393991874,0.6059157930951664,-0.6938805838857816,-0.029002404886295786,0.24636052804497713,0.9118109137021889
2020-09-23,1.0272954483659746,0.6392966636859364,-0.6831898354739743,-0.038648033663674676,0.21820157575508153,0.9306997000561406
2020-09-24,1.0385806940545161,0.6633780847149151,-0.6729057816788075,-0.038726690453289546,0.194883435552715,0.9510974007182995
2020-09-25,1.0545147669859012,0.69161812922549,-0.6714264843925777,-0.04032571884056896,0.16973857952874186,0.9596744887344913
2020-09-28,1.0656869288185988,0.7170741480485632,-0.6676405356728903,-0.04426704159098333,0.1413236857361285,0.9774416111370027
2020-09-29,1.0760639124805882,0.7385260115360359,-0.6631963584622794,-0.049518715034931535,0.11340874497424942,0.9921353353839866
2020-09-30,1.0941082596136793,0.7615418277143198,-0.6584604763718884,-0.0571974920269787,0.07786065351159219,1.0076537399034053
2020-10-01,1.1078572848499082,0.7790487905934168,-0.6537700006867014,-0.06564383641889424,0.03831352980765257,1.0226936525067187
2020-10-02,1.1198350416499632,0.7885570643667148,-0.6557572475068125,-0.0737388277367254,-0.0050953119379441416,1.0371725771335778
2020-10-05,1.1408673797791171,0.7945319162321911,-0.6528592611843024,-0.09063612209674085,-0.053827138885103556,1.0541097327073705
2020-10-06,1.1564183646598423,0.7919993618415615,-0.6502889420080522,-0.11064427531595773,-0.10431118725933353,1.0683963815084303
2020-10-07,1.168085641685869,0.7879438471941482,-0.6488799258449347,-0.12810565998797377,-0.14241836850106782,1.0716035587514083
2020-10-08,1.1873995051541153,0.7976369176461942,-0.6560323202394895,-0.14754667536931806,-0.1793100686245978,1.0740705558871537
2020-10-09,1.202660402009538,0.8010161033111614,-0.6619201642877206,-0.16743072429449216,-0.2198574880970796,1.087952318205851
2020-10-12,1.2117240398216735,0.804078033293574,-0.6665480355691142,-0.1829062782010249,-0.25347879183784533,1.1001091430466814
2020-10-13,1.2222292940764392,0.8080174165443783,-0.6771826973878172,-0.19867143251254177,-0.28763268119754903,1.1082750713092668
2020-10-14,1.229592285920963,0.8204920446364958,-0.6884143054796917,-0.21686901974467482,-0.3200396136757536,1.1163784312337812
2020-10-15,1.2361751700279218,0.8340737279418109,-0.7042064619104061,-0.24201261562217896,-0.354042637956966,1.1276840471334757
2020-10-16,1.2387426263154966,0.8476347405923192,-0.7013513252437311,-0.2658709554416545,-0.3811117811780908,1.1385182949191122
2020-10-19,1.2363158382936275,0.8601852114651256,-0.7178769870304161,-0.2902599792309139,-0.41003878455808024,1.1463414351194092
2020-10-20,1.2340784162589322,0.8824374954348301,-0.7357071141030831,-0.3060376812106492,-0.4360694386311299,1.1520880994983274
2020-10-21,1.2273598109120685,0.899015954693023,-0.7439907890051962,-0.3187246948380992,-0.4618945214667858,1.1507076645558647
2020-10-22,1.2100366993782876,0.8996287833525181,-0.7458564845784987,-0.3309729267677376,-0.4868778507934133,1.143786017223291
2020-10-23,1.1946893046820262,0.9020541602772278,-0.759102338964237,-0.3403490092228182,-0.5035136325971526,1.136202302612339
2020-10-26,1.1851473402268737,0.8993051993372573,-0.775288686545073,-0.3617151398992326,-0.5320370750815664,1.1405798326698684
2020-10-27,1.1747022158529834,0.8956590330800374,-0.7858435210153502,-0.382316599812487,-0.5552965338845045,1.144400693068437
2020-10-28,1.176659869478119,0.8986876658658953,-0.8136770616570189,-0.3948206652030926,-0.5717010539198987,1.1542927799837421
2020-10-29,1.180235852517948,0.897953825051309,-0.8399463279734809,-0.40129803210641235,-0.5860160214393334,1.1644901668387955
2020-10-30,1.1984422791954388,0.9001616143003733,-0.8956460268525912,-0.40577586023512213,-0.6041391298757921,1.1678240728873326
2020-11-02,1.2292017299436953,0.9004698937845423,-0.9340641636445739,-0.3916755845292153,-0.6037409064150048,1.1640534681028238
2020-11-03,1.2665956999618941,0.9009946701236171,-0.9704164194264425,-0.386104409277121,-0.6062844737793237,1.1653289715931114
2020-11-04,1.2784448375561146,0.8694597493150427,-1.0152633461383052,-0.3582277383777051,-0.5723476823692762,1.1698885492349647
2020-11-05,1.2963113877067052,0.8455749203613635,-1.063256819537668,-0.33233608950651783,-0.5409483154978169,1.177085683040535
2020-11-06,1.3098046870240088,0.8191476026470038,-1.0830912646201036,-0.30796054309467447,-0.5049085886649574,1.194129178170135
2020-11-09,1.3128418319985893,0.8021251970600799,-1.0991195685026844,-0.27896518776608703,-0.46988022436559546,1.1939142428702532
2020-11-10,1.3085482101724983,0.7821757751536393,-1.113779257886409,-0.24897636015148908,-0.4368032502854572,1.196476277080857
2020-11-11,1.2912462500655888,0.744686923445461,-1.1120439039059424,-0.21934554218201355,-0.40436094451300625,1.190182901947057
2020-11-12,1.2749321360951011,0.7115444958082899,-1.111114006532079,-0.19314910049024572,-0.37845318317676363,1.1842274200414908
2020-11-13,1.2572136390237019,0.6865312078662245,-1.1000723500646314,-0.17125298854596668,-0.3505398734828211,1.1899169200223512
2020-11-16,1.224029750259427,0.6609733898244134,-1.097922105431296,-0.14949922321990958,-0.3167487585110983,1.2005259346386565
2020-11-17,1.1877651633692934,0.6393997314714923,-1.0939734542792314,-0.12419880954970515,-0.2802383422423241,1.2084844867848143
2020-11-18,1.1780746918853924,0.6561376937464987,-1.09060485689838,-0.11998151604493476,-0.27793737911648636,1.2180895823488043
2020-11-19,1.1642033125377351,0.6686792165694787,-1.0844337738549148,-0.1184602782503631,-0.2761705456562803,1.2272363566078233
2020-11-20,1.1531880664491325,0.6839148875027444,-1.0919157075379702,-0.11937455177317269,-0.28209738496222075,1.2257166666315424
2020-11-23,1.1533408737022126,0.6944648349169947,-1.1110770586081107,-0.11796968251680698,-0.2808691305365259,1.2247954120537705
2020-11-24,1.1613236081820328,0.709381779220086,-1.130271339412809,-0.12004323005268305,-0.27977752195562744,1.2218700285481947
2020-11-25,1.1697575724701967,0.7248094609567393,-1.1477996828261445,-0.12328107554482626,-0.27916820192485703,1.2207160363059584
2020-11-27,1.1782142904464625,0.7363416487029143,-1.1623870169835884,-0.1206678290094225,-0.26891757619855355,1.2170923719090851
2020-11-30,1.179138923191777,0.7438110993759466,-1.174355333056471,-0.11692169224589552,-0.2589168140676583,1.2106870161066356
2020-12-01,1.179889509258373,0.7522354424314275,-1.1714453234427826,-0.12590443710537144,-0.25476702649532273,1.1971124669586846
2020-12-02,1.1804859373446257,0.7534976882879397,-1.1697908629088174,-0.13561686701098633,-0.25125372444704486,1.1841586831768482
2020-12-03,1.1813333047680523,0.7507125625796865,-1.1680577514227537,-0.14816775320774153,-0.24881518592760457,1.171586663722605
2020-12-04,1.1828257746136808,0.7481609270870809,-1.1667138595979576,-0.16105739259257407,-0.2495164212034106,1.1602041259441358
2020-12-07,1.1845587720816735,0.7439026969197913,-1.166194813738233,-0.17331683828836725,-0.24995539646858828,1.1486615325579825
2020-12-08,1.1762842227762142,0.746550484434231,-1.1509305489631827,-0.1780168853938303,-0.24288434334797815,1.1317127531259086
2020-12-09,1.1682508153665325,0.7469382726257169,-1.1387190467747483,-0.17771380549115745,-0.2357204501504529,1.116452881780257
2020-12-10,1.1457989089319518,0.7312976208963164,-1.1028653947193492,-0.18028860491696289,-0.22877740840774083,1.0863650587832738
2020-12-11,1.122065317399117,0.7164623936462089,-1.0663770817086418,-0.18203428424141307,-0.2226081001493528,1.0565056138663724
2020-12-14,1.0972560864754082,0.6975434979498302,-1.0340196172750074,-0.1891965071802073,-0.21509512990287938,1.0352950387909505
2020-12-15,1.0758570377220986,0.6802626093889518,-1.0116928468455122,-0.19370105740742666,-0.20872773205550593,1.0340060817919696
2020-12-16,1.0490334335623308,0.658479199147777,-0.990575842534208,-0.19628188553514986,-0.199040694290817,1.0269084258899528
2020-12-17,1.0473925154116235,0.663227820215273,-0.9554063751670778,-0.22725201554734378,-0.2182990448259578,1.0021284527036831
2020-12-18,1.0413183284426495,0.6713130363527655,-0.9112631897373612,-0.26231727470687194,-0.23734285096542282,0.9703986829044154
2020-12-21,1.0376399017879883,0.6812752483533177,-0.8705399850097223,-0.30091575221864036,-0.26824773791614664,0.9413089726338149
2020-12-22,1.0339509432661835,0.6793865541113181,-0.8443373792540797,-0.3381253347519837,-0.2859207129311306,0.9132066105672892
2020-12-23,1.0385782312487541,0.6876079613176947,-0.8181419360621682,-0.3788499157980365,-0.31107682313927454,0.8788349113842056
2020-12-24,1.0631860494716496,0.7109134596737717,-0.8127875480664581,-0.4190000861356249,-0.3349251620497467,0.8630786671143758
2020-12-28,1.0687311530411787,0.7321530193840641,-0.7996621115922377,-0.45170857091984046,-0.3414362927771889,0.8404762912751904
2020-12-29,1.0669522675130485,0.749837663934015,-0.7769899450482158,-0.480116571248153,-0.3480511622712872,0.8053798085720689
